sentence,label,label_word
vô trễ không được điểm danh .,0,Negative
giảng bài dễ hiểu chuyên sâu .,2,Positive
quan tâm .,1,Neutral
học sinh luôn thích những giáo viên thân thiện với học sinh để tăng được sự tương tác giữa đôi bên .,0,Negative
tăng thời lượng cho phần nghe nói .,0,Negative
"em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung , giống như làm một đồ án luôn vậy , như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn .",0,Negative
vừa học được kiến thức chuyên môn vừa học được cách làm người .,2,Positive
"giảng viên và giảng viên thực hành dạy môn học cho sinh viên theo hai hướng khác nhau , làm sinh viên rất khó nắm bắt .",0,Negative
cô dạy nhẹ nhàng không gay gắt hay hung dữ .,2,Positive
nhưng kiến thức cơ bản còn chưa nắm thì làm sao mà làm được .,0,Negative
giải thích chi tiết bài học hơn .,0,Negative
đồ án thực hành khác xa so với lý thuyết học trên lớp .,0,Negative
cải thiện chất lượng phòng học và các trang thiết bị hỗ trợ việc học tập .,0,Negative
"cô nhiệt tình , giúp đỡ sinh viên , tạo không khí học tập thoải mái .",2,Positive
thầy wzjwz123 dạy rất hay và rất nhiệt tình !,2,Positive
nên thay đổi các hoạt động khác nhau hoàn toàn .,0,Negative
nâng cao trang thiết bị học tập .,0,Negative
cần tăng thời gian môn học lên 30 - 50% để sinh viên có điều kiện tiếp thu sâu hơn kiến thức .,0,Negative
thầy dạy lý thuyết suông quá ạ .,0,Negative
giảng viên luôn tạo không khí vui vẻ trong giờ học .,2,Positive
nội dung môn học quá nặng và nhiều thứ không cần thiết với ngành nghề của sinh viên .,0,Negative
"cô giảng bài còn ít chỗ khó hiểu , không sâu sắc .",0,Negative
"trên lớp , khi giảng dạy , giảng viên sử dụng rất nhiều câu nói , từ ngữ thô tục , chửi thể rất vô văn hoá .",0,Negative
thầy giảng bài rất kỹ .,2,Positive
thật sự rất hài lòng .,2,Positive
chả có gì hài lòng .,0,Negative
"hình thức giảng dạy hay , thông qua các mini game để truyền đạt kiến thức .",2,Positive
"chuẩn bị đầy đủ các phần mềm , chương trình cần thiết sẵn trong các phòng thực hành phù hợp với đặc trưng môn học .",1,Neutral
giảng viên có vai trò rất lớn đối với việc tối ưu code của sinh viên .,2,Positive
mang tính thực tiễn cao cho việc thi toeic cũng như thực hành ngoài xã hội .,2,Positive
"giảng viên cập nhật thông tin về bài học thường xuyên , đầy đủ , mới mẻ .",2,Positive
"thầy giảng bài khó hiểu , đôi khi còn mơ hồ .",0,Negative
cần chuẩn bị bài giảng một cách thật chính xác và không làm việc riêng khi lên lớp .,0,Negative
"giảng viên nhiệt tình giảng dạy , các bài tập đa dạng phù hợp với lý thuyết .",2,Positive
"giảng viên nhiệt tinh , tâm huyết .",2,Positive
"thầy dạy vui dễ hiểu , không khí lớp học thoải mái .",2,Positive
"có kiến thức sâu rộng , giảng bằng tiếng anh .",2,Positive
nên chú trọng nói nghe nhiều vì đã là anh văn 3 rồi .,0,Negative
"cô giảng khá dễ hiểu , nhiệt tình chạy vòng vòng lớp hướng dẫn từng sinh viên .",2,Positive
năng nổ nhiệt tình dễ hiểu .,2,Positive
"tiếng anh là môn đòi hỏi phải cần thời gian để luyện , nhưng ở đây nhà trường sắp lịch 1 ngày 4 tiết .",0,Negative
"giáo viên dạy nhanh , có cái khó hiểu .",0,Negative
"phương pháp giảng dạy chủ động , giúp sinh viên không chỉ nâng cao kiến thức chuyên môn mà còn cả kỹ năng nghề nghiệp doubledot thuyết trình , tư duy phản biện .",2,Positive
cách truyền đạt chưa giúp sinh viên hiểu được tổng quát của vấn đề !,0,Negative
"cần sắp xếp phòng học cho hợp lý hơn , kèm theo các thiết bị , công cụ chiếu .",0,Negative
thầy giảng bài dễ hiểu và rất vui tính .,2,Positive
giáo viên nói tiếng anh còn chưa được tốt .,0,Negative
nên có phần đáp án bài tập tham khảo cho các deadline bài tập .,0,Negative
độ bao quát kiến thức trong môn học của thầy rất rộng nhưng đưa vào tất cả chỉ trong một môn học thì không thích hợp .,0,Negative
"gây bối rối , hoang mang cho sinh viên trong những quyết định về bài tập , đồ án , không rõ ràng , không quyết định chính xác .",0,Negative
"giáo viên nhiệt tình , tâm huyết , thường cho làm việc nhóm trong giờ học .",2,Positive
"thầy dễ thương , nhiệt tình .",2,Positive
giáo viên truyền đạt được tất cả các nội dung bài học .,2,Positive
"nên chỉ đưa ra nội dung chính và công thức , cách làm bài .",0,Negative
giảng tận tình vui vẻ .,2,Positive
"lịch học không rõ ràng , khó nắm bắt lịch .",0,Negative
thực sự vẫn chưa hiểu wireshark ngoài mục đích làm bài tập thì em có thể dùng làm việc gì khác .,0,Negative
"giọng truyền cảm , cho ví dụ cụ thể .",2,Positive
sửa chữa những thiết bị máy tính hư trong phòng máy .,0,Negative
"thầy wzjwz243 là một giảng viên rất tâm huyết với sinh viên , thầy truyền đạt rất dễ hiểu bài và kỹ càng .",2,Positive
"giảng dạy khó hiểu , gây áp lực quá nhiều , kéo dài thời gian giảng dạy làm sinh viên không thể ăn trưa .",0,Negative
thầy nên bỏ ra một vài tiết để làm bài tập vì lượng ví dụ thầy cho khá nhiều .,0,Negative
"cần cho thêm nhiều tài liệu , nhiều bài tập để sinh viên tư nghiên cứu .",0,Negative
"hòa đồng , vui vẻ và biết tiếp thu ý kiến sinh viên .",2,Positive
chưa nhiệt tình lắm .,0,Negative
"giáo viên giảng dạy tốt , phát huy tốt khả năng nghe nói và đọc của sinh viên .",2,Positive
"bảo thủ trong cách giảng dạy , không giải đáp thắc mắc hỗ trợ sinh viên khi đang thực hành .",0,Negative
"phải học quá nhiều phần không cần thiết , nên giảm bớt vài nội dung , ví dụ doubledot vector ngẫu nhiên 2 chiều , phân phối poison .",0,Negative
"thầy dạy kỹ , dễ hiểu , minh họa lý thuyết kỹ , liên tưởng thực tế .",2,Positive
không đăng bài tập hằng tuần sớm để sinh viên có thời gian thực hiện .,0,Negative
cô thường xuyên kiểm tra bài .,2,Positive
"thầy dạy dễ hiểu , sinh động , có nhiều ví dụ cụ thể !",2,Positive
thầy luôn cố gắng giúp học sinh hiểu rõ bản chất .,2,Positive
"lượng kiến thức thì nhiều mà thời gian dạy thì ít , mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn 1 - 3 ngôn ngữ , ví dụ như html , css làm 1 môn học , js và jquery làm 1 môn , php làm 1 môn .",0,Negative
có phương phát giảng dạy dễ hiểu .,2,Positive
"có nhiều câu chuyện thú vị bên cạnh việc giảng dạy , tương tác với lớp nhằm tạo điều kiện cho việc tiếp thu kiến thức dễ dàng .",2,Positive
"khi tụi em học môn đặc tả hình thức thầy wzjwz169 giảng dạy thì tụi em không hiểu thầy đang nói gì , không hiểu được môn này học để làm gì và nó có ứng dụng vào thực tiễn như thế nào .",0,Negative
"theo em , tài liệu môn học còn thiếu .",0,Negative
dạy nhiệt tình với sinh viên .,2,Positive
"giảng viên giảng bài có hiệu quả , kết hợp giữa lý thuyết và chương trình giúp sinh viên có thể nắm rõ .",2,Positive
"giảng viên truyền đạt rất tốt , rất dễ hiểu .",2,Positive
"cô wzjwz62 có phương pháp giảng dạy theo em là phù hợp với đặc thù của môn anh văn , cô luôn tạo ra những hoạt động dạy học đầy hứng thú và luôn bảo đảm kiến thức được truyền tải đến sinh viên một cách tốt nhất , đúng và đầy đủ nhất .",2,Positive
cô cũng rất thân thiện và gần gũi với sinh viên .,2,Positive
"đi học thể dục thật ra em không biết thầy nào với thầy nào đâu , vì lâu lâu mới có thầy dạy .",0,Negative
"cô dạy hay , dễ hiểu , nhiều ví dụ minh hoạ , kết hợp cả lý thuyết và thực hành .",2,Positive
thầy dạy cho nghỉ nhiều .,0,Negative
"em nghĩ đây là sự cố do phòng đào tạo buộc thầy thay đổi hình thức thi , ban đầu chúng em được thông báo là thi cuối kỳ trên máy tính , nhưng sau đó lại phải thi trên giấy .",0,Negative
phòng wzjwz98 dãy nhà wzjwz99 buổi chiều quá nóng và nắng !,0,Negative
"khi thi thì thời gian quá ngắn để thực hiện trình bày dù đã nghĩ ra cách giải dạy sinh viên "" làm nhanh những việc dễ "" dạy sinh viên thành "" thợ "" .",0,Negative
"thầy dạy không nhiệt tình , nhất là phần thực hành .",0,Negative
thầy rất tận tình .,2,Positive
có nhiệt huyết trong giảng dạy .,2,Positive
thầy hay dạy lố giờ sang thời gian ăn trưa .,0,Negative
"kết thúc môn học , sinh viên không được chạm tay sử dụng bất kỳ phần mềm nào được giới thiệu .",0,Negative
nên tổng hợp ý chính các bài để ôn .,0,Negative
phương pháp giảng dạy khá tốt .,2,Positive
thầy trả lời mail không có thiện cảm .,0,Negative
"bổ xung trang thiết bị thực hành thực tiễn cho môn này , không chỉ đơn thuần là thực hành trên máy tính không .",0,Negative
thầy rất nguyên tắc và mọi thứ được sắp xếp rõ ràng .,2,Positive
"giáo viên giảng dạy đúng giờ quy định , nội dung bài học sinh động .",2,Positive
"thầy đúng giờ giấc , giúp đỡ tốt trong quá trình thực hành .",2,Positive
đánh giá cao colonsmile .,2,Positive
"các thắc mắc có thể giải quyết tốt với giáo viên lý thuyết , cho nên không cần phải có thêm 1 giáo viên thực hành .",0,Negative
"thầy dạy có tâm , nhiệt tình với sinh viên .",2,Positive
"thầy có khả năng truyền đạt kiến thức tốt , dễ hiểu và cho nhiều bài tập để sinh viên có thể ứng dụng .",2,Positive
giáo viên truyền đạt kiến thức đầy đủ cho học sinh .,2,Positive
nhiệt tình giải đáp mọi thắc mắc của sinh viên .,2,Positive
cô giảng dạy và chỉ dẫn học sinh rất tận tình .,2,Positive
"cực nhiệt tình , thương sinh viên , giảng dễ hiểu .",2,Positive
"nội dung thực hành chỉ là copy và paste , chưa tập trung vào nội dung giảng dạy .",0,Negative
"thầy truyền đạt chưa được tốt lắm , khó hình dung .",0,Negative
cần tăng cường thêm tài liệu .,0,Negative
"em nghĩ thi cuối kỳ môn này , nên thi với hình thức tự luận 100% ạ .",0,Negative
"số lượng thuật toán nhiều , dàn trải , nên được tinh giảm bớt để tập trung và liên hệ ứng dụng thực tiễn nhiều hơn .",0,Negative
cách giảng dạy gây buồn ngủ .,0,Negative
bám sát chương trình .,2,Positive
"thầy dạy rất hay , mang tính cập nhật .",2,Positive
"thầy dạy hay , dễ hiểu , thầy thường xuyên cho chúng em làm các dạng bài tập .",2,Positive
làm cho người học bị rối .,0,Negative
"cô tận tâm , nhiệt tình .",2,Positive
hay nhiệt tình .,2,Positive
sinh viên chịu khó sẽ làm được bài .,2,Positive
thầy dạy không hiệu quả .,0,Negative
"vui tính , cách giảng thu hút .",2,Positive
"giáo viên luôn đảm bảo đúng giờ giảng dạy , giảng bài dễ hiểu .",2,Positive
ảnh hướng tới kết quả chung của em .,0,Negative
"tiếng anh không phải là môn dạy lý thuyết , ngữ pháp , nên em nghĩ cô nên thay đổi cách dạy .",2,Positive
"thầy dạy khá hay và chi tiết , dễ tiếp thu .",2,Positive
sự nhiệt tình chu đáo của cô .,2,Positive
giảng dạy chi tiết hơn .,0,Negative
"thầy sử dụng tiếng anh và tiếng việt lẫn lộn , gây khó hiểu .",0,Negative
"rất tốt , không có ý kiến .",2,Positive
"thầy nhiệt tình , tâm huyết , đẹp trai .",2,Positive
"cho bài tập lấy điểm thực hành quá khó , hướng dẫn sơ sài .",0,Negative
lên lớp trễ 5 - 10 phút .,0,Negative
thầy nhiệt tình giảng dạy .,2,Positive
cần cung cấp thêm tài liệu học tập cho sinh viên .,0,Negative
em cần phổ biến nhiều thông tin hơn .,0,Negative
"thầy nghỉ quá nhiều , đây là môn về kinh tế mà thầy làm quá khắt khe .",0,Negative
"giảng viên thường xuyên đi trễ , việc giảng dạnh luôn bị kéo dài vì giảng viên quá nhiệt tình .",0,Negative
"thầy dạy có hiệu quả , dễ hiểu , thiết thực .",2,Positive
"thường xuyên đi ra ngoài , điện thoại , skype liên tục reo .",0,Negative
hơi nhiều bài tập .,0,Negative
cô dạy rất nhiệt tình và dễ hiểu .,2,Positive
"giảng viên dạy rất nhiệt tình , giúp đỡ sinh viên rất nhiều .",2,Positive
đôi từ tiếng anh em chưa hiểu .,0,Negative
cần nâng cao hơn chất lượng giảng dạy .,0,Negative
"thầy tận tâm với học sinh , nhiệt tình với học sinh .",2,Positive
không cần phải đi học thực hành trên phòng máy nhiều .,0,Negative
một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian .,2,Positive
thái độ rất nhiệt tình .,2,Positive
cho thêm nhiều bài tập .,0,Negative
sự nhiệt tình và tận tâm của thầy .,2,Positive
tận tâm và rất cập nhật thông tin cho sinh viên .,2,Positive
giảng viên hướng dẫn nhiệt tình .,2,Positive
"giáo trình rõ ràng , bài tập đầy đủ nội dung đã học .",2,Positive
đưa thêm các ví dụ trong thực tiễn để sinh viên dễ tiếp thu bài .,0,Negative
"cô nhiệt tình , giảng kỹ và dễ hiểu .",2,Positive
"phòng học quá nóng , thiếu quạt .",0,Negative
thầy dạy rất tận tâm và nhiệt tình .,2,Positive
phòng máy không sử dụng được .,0,Negative
"em học cảm thấy hơi khó hiểu , cô dạy hơi nhanh .",0,Negative
"giảng viên dạy hay , nhiệt tình và dễ hiểu .",2,Positive
"đi đúng giờ , dạy đủ kiến thức .",2,Positive
"thầy theo rất sát sinh viên chúng em trong từng buổi học , thầy luôn làm ví dụ để sinh viên dễ dàng hơn trong việc code .",2,Positive
"ít tiết nên sinh viên học có vẻ nhàm chán và khuôn mẫu , nên có thời gian để sinh viên tmf hiểu nhiều hơn .",0,Negative
thầy đến rất đúng giờ .,2,Positive
giáo viên không hướng dẫn sử dụng các tài liệu có hiệu quả và không hướng dẫn làm bài tập mà chỉ sửa bài tập .,0,Negative
"giáo viên dạy nhiệt tình , đảm bảo kiến thức cho sinh viên .",2,Positive
nên để giáo viên có kinh nghiệm dạy môn này .,0,Negative
"thầy dạy rất hay , ngắn gọn , tổng quát và dễ hiểu .",2,Positive
"cô rất dễ thương , giảng dạy nhiệt tình và dễ hiểu .",2,Positive
cô rất gần gũi với học sinh .,2,Positive
thầy rất giảng rất nhiệt tình .,2,Positive
thương xuyên ôn tập kiến thức .,2,Positive
em nghĩ thầy nên up slide trước mỗi buổi học để sinh viên có thể xem bài trước ở nhà thay vì up slide sau mỗi buổi học ạ !,0,Negative
"giảng viên nhiệt tình , quan tâm đến hầu hết các sinh viên trong lớp .",2,Positive
"thầy dạy cực kỳ nhiệt tình , chắc là hơn 10 mấy năm đi học cả phổ thông lẫn đại học mới thấy được thầy dạy nhiệt tình vậy .",2,Positive
"lý do lý thuyết không hiểu , dẫn đến thực hành cũng không hiểu .",0,Negative
"thầy nhiệt tình và rất quý sinh viên , giải bài tập chi tiết và có kèm ví dụ sinh động , em rất thích thầy và mong thầy tiếp tục dạy lớp em .",2,Positive
cần sinh động hơn .,0,Negative
không cứng nhắc trong cách cho điểm .,0,Negative
truyền đạt chưa tốt lắm .,0,Negative
"phòng máy quá cũ , internet không có , nhỏ , máy cấu hình quá yếu .",0,Negative
"dễ hiểu , dạy hay , có nhiều phương pháp sáng tạo , kẹo ngon .",2,Positive
"đảm bảo giờ lên lớp , số tiết dạy .",2,Positive
không hướng dẫn làm đồ án .,0,Negative
thầy có những mẫu truyện hay và ý nghĩa .,2,Positive
còn quá ít bài tập .,0,Negative
"cung cấp thêm tài liệu , giáo trình môn học .",0,Negative
chia nhóm làm đồ án rất hay .,2,Positive
"hơn nữa , lại dùng silverlight , dẫn đến tình trạng nhiều bạn không muốn học , vì học silverlight xong rồi , giờ đâu ai dùng nữa .",0,Negative
cô dạy hay và dễ hiểu và rất nhiệt tình .,2,Positive
"thầy giảng rất hay , chúng em cảm ơn thầy .",2,Positive
giáo viên cần đảm bảo giờ lên lớp .,0,Negative
"giảng viên rất tận tâm , chu đáo .",2,Positive
"giảng dạy nhiệt tình , hài hước .",2,Positive
nhạt nhẽo và khá nhảm .,0,Negative
"giảng viên giảng bài chưa hiệu quả , nhiều sinh viên không hiểu bài .",0,Negative
"giảng viên dạy dễ hiểu , tận tình , đảm bảo giờ lên lớp , cung cấp đầy đủ kiến thức cần có cho sinh viên .",2,Positive
"đồng thời , những câu hỏi thầy đặt ra rất sát và đòi hỏi kiến thức sâu so với bài học .",2,Positive
thầy dạy vui hiệu quả tận tình .,2,Positive
các thầy cô nên để micro gần miệng tí .,0,Negative
cần thay đổi chương trình giảng dạy cho phù hợp hơn .,0,Negative
cho ví dụ dễ hiểu .,2,Positive
có vài bạn nộp đồ án trễ nhưng vẫn được điểm rất cao .,0,Negative
"thầy tận tâm , nhiệt tình , nghiêm khắc , giảng bài dễ hiểu , đánh giá kết quả học tập công tâm , chính xác .",2,Positive
nhiệt tình và dễ hiểu .,2,Positive
qua kỳ sau mong thầy có thể tìm ra được một phương pháp dạy phù hợp giúp bọn em cảm thấy hứng thú với môn học của thầy .,0,Negative
"buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !",0,Negative
"giảng viên dạy chậm giúp sinh viên theo kịp tiến độ , có sự tưởng tác nhiều giữa cả giảng viên và sinh viên , ví dụ minh họa bài tập phong phú sau mỗi phần lý thuyết giúp sinh viên nắm rõ bài .",2,Positive
nhiều khi đang làm thực hành mà không có mạng để tìm hiểu thứ mình cần .,0,Negative
thầy không dạy em môn này .,1,Neutral
phòng thực hành wzjwz53 cần được nâng cấp .,0,Negative
"giảng dạy nhiệt tình dễ hiểu , tận tâm với sinh viên .",2,Positive
lớp học quá đông nên rất nóng .,0,Negative
slide dễ hiểu .,2,Positive
cách dạy và nhiều bài tập hay .,2,Positive
"giáo viên luôn tận tâm , nhiệt tình và có sự tương tác cao với sinh viên .",2,Positive
học gần công trình thì công thật không thể chịu nổi .,0,Negative
cần giảng kỹ hơn nữa .,0,Negative
"cách thầy giảng dậy rất khoa học , đơn giản dễ hiểu !",2,Positive
kiến thức giảng rất khó hiểu .,0,Negative
"bài giảng tạo sự hứng thú cho sinh viên , giảng viên nhiệt tình .",2,Positive
thực hành đầy đủ .,1,Neutral
cô giảng rất dễ hiểu và tận tâm với học sinh .,2,Positive
"giảng viên vui tính , khả năng truyền đạt tốt .",2,Positive
"giảng dễ nghe , nhiệt tình .",2,Positive
"cách giảng dạy của cô rất dễ hiểu , cô cũng rất quan tâm sinh viên .",2,Positive
học môn này khá vui .,2,Positive
"chưa có nhiều hoạt đọng nhóm hay thuyết trình , chưa được đi thực tế doanh nghiệp .",0,Negative
nhiệt tình giúp đỡ các bạn sinh viên .,2,Positive
giáo trình toàn dùng c không dùng cplusplus nhiều dễ gây rối trong quá trình lập trình .,0,Negative
chưa bao giờ có ý định nghỉ tiết của thầy ( trừ trường hợp ngủ quên colonbigsmile ) .,2,Positive
"đứng lớp đúng giờ , giải đáp mọi thắc mắc của sinh viên , nhiệt tình .",2,Positive
chỉ bảo tận tình .,2,Positive
"thầy dạy hay và đưa ví dụ rất sát , dễ dàng hiểu bài khi trên lớp .",2,Positive
"thầy nghỉ nhiều quá , làm tụi em cũng nghỉ theo .",0,Negative
nêu rõ mục đích cũng như ứng dụng của môn học ngay từ đầu .,0,Negative
"giáo viên nhiệt tình , đảm bảo giờ lên lớp .",2,Positive
có nắm được lý thuyết của môn học .,1,Neutral
cảm ơn cô rất nhiều .,2,Positive
rất nản .,0,Negative
nên cho thêm nhiều bài tập về nhà hơn .,0,Negative
thầy wzjwz187 dạy có tâm và luôn hỗ trợ khi có thắc mắc .,2,Positive
"giảng viên nhiệt tình , có kinh nghiệm .",2,Positive
thầy cô chưa đưa nhiều vấn đề xã hội vào .,0,Negative
máy chiếu phòng wzjwz11 chất lượng quá kém .,0,Negative
"luyện tập nhóm , làm bài tập nhiều .",2,Positive
đề nghị nhà trường nên đầu tư thêm cho phòng máy và cập nhật các phần mềm phục vụ cho học tập .,0,Negative
đôi khi không có sự nhiệt huyết .,0,Negative
"cảnh cáo sinh viên đi trễ nhưng giảng viên đi trễ , thường xuyên vắng dạy không có lý do không có thông báo , gây bức xúc , hao tốn thời gian , phí đi lại của sinh viên .",0,Negative
"thầy dạy rất tận tâm , nhiệt tình trả lời câu hỏi của sinh viên .",2,Positive
thầy nên demo các mạch bằng protues .,0,Negative
"giọng nói , cử chỉ , cách truyền đạt của cô rất chi là dễ thương .",2,Positive
cách dạy của giảng viên .,1,Neutral
dạy nói quá lan man làm chi sinh viên không tập trung .,0,Negative
"máy tính của phòng thực hành không phục vụ được nội dung thực hành , giảng viên yêu cầu tự làm trên laptop rồi mang lên phòng thực hành chấm điểm , vậy phòng thực hành dùng để chấm điểm ?",0,Negative
"thầy nhiệt tâm , vui tính .",2,Positive
giảng viên thực hành rất nhiệt tình và giải đáp được những vấn đề mấu chốt của môn học .,2,Positive
"thầy rất nhiệt tình , thường nói thêm để mở rộng kiến thức cho sinh viên và thẳng thắn chỉ ra những thiếu sót của slide bài giảng để sinh viên không mắc sai lầm và hiểu rõ vấn đề .",2,Positive
"còn khắt khe điểm quá , cho kiểm tra quá nhiều .",0,Negative
"giảng viên không hướng dẫn sinh viên thực hiện các bài thực hành , không cung cấp tài liệu để sinh viên học tập .",0,Negative
"giảng dạy cứng nhắc , áp đặp , không thu hút , gò bó sinh viên .",0,Negative
"giảng dạy hay , đưa ra một số ví dụ thực tế để tăng sinh  động cho tiết dạy .",2,Positive
cho bài tập nâng cao khả năng tiếng anh .,2,Positive
em thấy học vậy cũng được rồi .,1,Neutral
đề cương môn học chưa được cập nhật cho sinh viên .,0,Negative
thầy cần tập trung thật nhiều vào phần trọng tâm trọng điểm mà môn học đã được đề ra .,0,Negative
"giảng viên cho bài tập nhiều , đầy đủ .",2,Positive
bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên .,2,Positive
thầy dạy có tâm ạ .,2,Positive
kiến thức và cách dạy hay .,2,Positive
thầy rất vui .,2,Positive
gần gủi với sinh viên .,2,Positive
thầy dạy nhiệt tình và đúng giờ .,2,Positive
thường xuyên cho bài tập về nhà giúp sinh viên nắm rõ được kiến thức vững chắc hơn .,0,Negative
khá tận tình .,2,Positive
chọn thời gian báo cáo phù hợp cho sinh viên .,2,Positive
"giảng viên nhiệt tình , đúng giờ .",2,Positive
"giảng viên tận tâm , nhiệt tình , cho sinh viên thuyết trình các chủ đề cho trước , giúp sinh viên tăng cường khả năng làm việc nhóm .",2,Positive
"dạy kiến thức khá là cao cấp , vượt hơn khả năng hiểu biết của đa số sinh viên .",0,Negative
thầy dạy hiểu bài .,2,Positive
"thầy hay hát vu vơ , nghe cũng hay nhưng cũng rất buồn cười .",2,Positive
"nâng cấp trang thiết bị , đặc biệt là loa nghe để có chật lượng tốt nhất .",0,Negative
"giảng viên hướng dẫn rõ , chỉ dẫn từng sinh viên .",2,Positive
cô không đăng slide bài học lên trước mà chỉ đăng sau khi đã học xong vì thế khi không hiểu thì không có slide để đọc lại .,0,Negative
"cách dạy của thầy chưa hiệu quả , nhiều lúc còn nâng đỡ một số sinh viên .",0,Negative
"hình thức báo cáo đồ án cuối kỳ , không thể hiện được khả năng của sinh viên , dễ xảy ra trường hợp một người làm , cả đám người hưởng , vì thầy không yêu cầu bảng phân công công việc và chỉ chấm điểm chung cho cả nhóm dựa trên bài báo cáo được nộp , mặc dù một nhóm thầy quy định là 5 người .",0,Negative
tăng cường giao lưu thực tiễn tiếng anh .,0,Negative
"thầy thường xuyên đi trễ , có tuần thì trễ 30 - 45 phút , có một tuần trễ tận 1 tiếng ( lúc này sinh viên đã ra về ) .",0,Negative
báo nghỉ không rõ ràng .,0,Negative
không truyền được cảm hứng học tập .,0,Negative
"truyền đạt kiến thức tốt , thân thiện với sinh viên .",2,Positive
luôn liên hệ thực tiễn .,2,Positive
có tương tác với sinh viên .,1,Neutral
cần có thêm nhiều tài liệu cho sinh viên nghiên cứu .,0,Negative
tuy nhiên thời gian lên lớp của thầy khá hạn chế và hầu hết thời gian thầy sử dụng chưa hiệu quả .,0,Negative
khá là tâm huyết .,2,Positive
cần cung cấp mục tiêu môn học .,0,Negative
thầy nên nói chậm lại một tí !,0,Negative
em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ .,0,Negative
giảng kỹ dễ hiểu minh họa thực tế .,2,Positive
deadline các bài tập thực hành không cố định .,0,Negative
"quá nhiều bài tập , tốn rất nhiều thời gian mà hiệu quả không có .",0,Negative
thầy còn giảng rất hài hước .,2,Positive
"chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành mà chỉ đưa 3 clip rồi bảo sinh viên làm theo .",0,Negative
nói chung cũng tạm được .,1,Neutral
cho ôn tập một đường ra đề một kiểu .,0,Negative
"rõ ràng , căn bản , thực tế .",2,Positive
"thầy rất có tâm với sinh viên , thầy không những dạy lý thuyết còn ví dụ những ứng dụng đó ở môi trường làm việc bên ngoài .",2,Positive
chưa được tham gia chiến dịch thực tế và tham quan công ty .,0,Negative
"cách dạy hay , tạo động lực cho sinh viên .",2,Positive
"giảng viên giảng dạy nhiệt tình , có nhiều bài tập hay .",2,Positive
"cô rất tận tình trong giảng dạy , luôn cải tiến phương pháp dạy .",2,Positive
tạo điều kiện cho sinh viên .,2,Positive
"giảng viên nhiệt tình , giảng dạy từ từ , dễ hiểu .",2,Positive
"những thông tin thầy truyền đạt rất khó hiểu , sinh viên không hình dung được kiến thức đó .",0,Negative
thầy có chỉ dẫn kỹ càng nhưng do kiến thức môn học quá nhàm chán gây ra đa số sinh viên trong lớp hay cúp học .,0,Negative
đôi khi còn giảng dạy khô cứng .,0,Negative
"cô quan tâm sinh viên , giảng bài hay dễ hiểu , yêu cô colonhihi .",2,Positive
dành quá nhiều thời gian trên lớp để chép bài lên bảng .,0,Negative
"thầy có kiến thức sâu rộng , chúng em cần phải học hỏi nhiều ở thầy .",2,Positive
"theo như yêu cầu của môn học , sinh viên phải mang lap để làm bài tập , tuy nhiên ổ cắm trong phòng chỉ có 2 ổ , không đáp ứng được nhu cầu dạy và học của giảng viên lẫn sinh viên .",0,Negative
cần nâng cao chất lượng cơ sở vật chất hơn .,0,Negative
giảng viên nên giảng bài cụ thể hơn .,0,Negative
được giảng viên hướng dẫn cụ thể dễ hiểu .,2,Positive
giảng viên ít giảng sâu về các ví dụ .,0,Negative
"giảng viên dạy hay , dễ hiểu , nhiệt tình , khối lượng kiến thức được giảm tải để có thể nhớ phần trọng tâm .",2,Positive
"thật sự bọn em cũng cạn lời , đành ngậm ngùi mò lên mạng tra search các kiểu hơn một tiếng đồng hồ mới làm được một câu .",0,Negative
"thầy dạy giỏi , quan tâm tới học sinh , vui tính , mong là ngày nào đó thầy sẽ dạy lại lớp em .",2,Positive
môn học rất có ích .,2,Positive
nên đi sâu hơn vào nhưng vấn đề quan trọng và tránh đi quá sâu vào những vấn đề cơ bản và quen thuộc .,0,Negative
"bài tập được làm nhiều , ân cần , tận tụy .",2,Positive
"giảng viên thường hay cho lớp nghỉ , một kỳ nghỉ tới 4 - 5 lần , khả năng truyền đạt cần cải thiện thêm .",0,Negative
cách truyền đạt chưa thực sự hiệu quả .,0,Negative
"giảng viên nhiệt tình thân thiện , giảng dạy có kế hoạch , đảm bảo kiến thức .",2,Positive
cố gắng làm nhiều bài tập hơn nữa .,2,Positive
thầy nên cho những ví dụ code demo để sinh viên hiểu hơn .,0,Negative
môn học không hữu ích đối với ngành học của em .,0,Negative
"phương pháp dạy nhàm chán , chỉ đọc slide .",0,Negative
"cô dễ thương , giải đáp thắc mắc tận tình .",2,Positive
"thưa , thầy luôn đặt nền tảng kỹ và cho chúng em tìm tòi học hỏi nâng cao .",2,Positive
giáo viên để sinh viên tự học nhiều hơn .,0,Negative
cô dạy tốt truyền đạt hay dễ hiểu .,2,Positive
